h;s;l;emotion
76;93;17;страх
77;93;17;страх
78;93;17;страх
79;93;17;страх
80;93;17;страх
81;93;17;страх
82;93;17;страх
83;93;17;страх
84;93;17;страх
85;93;17;страх
86;93;17;страх
87;93;17;страх
88;93;17;страх
89;93;17;страх
90;93;17;страх
30;91;17;страх
31;91;17;страх
32;91;17;страх
33;91;17;страх
34;91;17;страх
35;91;17;страх
36;91;17;страх
37;91;17;страх
38;91;17;страх
39;91;17;страх
40;91;17;страх
41;91;17;страх
42;91;17;страх
43;91;17;страх
44;91;17;страх
45;91;17;страх
46;91;17;страх
47;91;17;страх
48;91;17;страх
49;91;17;страх
50;91;17;страх
51;91;17;страх
52;91;17;страх
53;91;17;страх
54;91;17;страх
55;91;17;страх
56;91;17;страх
57;91;17;страх
58;91;17;страх
59;91;17;страх
60;91;17;страх
61;91;17;страх
62;91;17;страх
63;91;17;страх
64;91;17;страх
65;91;17;страх
66;91;17;страх
67;91;17;страх
68;91;17;страх
69;91;17;страх
70;91;17;страх
71;91;17;страх
72;91;17;страх
73;91;17;страх
74;91;17;страх
75;91;17;страх
76;91;17;страх
77;91;17;страх
78;91;17;страх
79;91;17;страх
80;91;17;страх
81;91;17;страх
82;91;17;страх
83;91;17;страх
84;91;17;страх
85;91;17;страх
86;91;17;страх
87;91;17;страх
88;91;17;страх
89;91;17;страх
90;91;17;страх
30;99;17;страх
31;99;17;страх
32;99;17;страх
33;99;17;страх
34;99;17;страх
35;99;17;страх
36;99;17;страх
37;99;17;страх
38;99;17;страх
39;99;17;страх
40;99;17;страх
41;99;17;страх
42;99;17;страх
43;99;17;страх
44;99;17;страх
45;99;17;страх
46;99;17;страх
47;99;17;страх
48;99;17;страх
49;99;17;страх
50;99;17;страх
51;99;17;страх
52;99;17;страх
53;99;17;страх
54;99;17;страх
55;99;17;страх
56;99;17;страх
57;99;17;страх
58;99;17;страх
59;99;17;страх
60;99;17;страх
61;99;17;страх
62;99;17;страх
63;99;17;страх
64;99;17;страх
65;99;17;страх
66;99;17;страх
67;99;17;страх
68;99;17;страх
69;99;17;страх
70;99;17;страх
71;99;17;страх
72;99;17;страх
73;99;17;страх
74;99;17;страх
75;99;17;страх
76;99;17;страх
77;99;17;страх
78;99;17;страх
79;99;17;страх
80;99;17;страх
81;99;17;страх
82;99;17;страх
83;99;17;страх
84;99;17;страх
85;99;17;страх
86;99;17;страх
87;99;17;страх
88;99;17;страх
89;99;17;страх
90;99;17;страх
30;98;14;страх
31;98;14;страх
32;98;14;страх
33;98;14;страх
34;98;14;страх
35;98;14;страх
36;98;14;страх
37;98;14;страх
38;98;14;страх
39;98;14;страх
40;98;14;страх
41;98;14;страх
42;98;14;страх
43;98;14;страх
44;98;14;страх
45;98;14;страх
46;98;14;страх
47;98;14;страх
48;98;14;страх
49;98;14;страх
50;98;14;страх
51;98;14;страх
52;98;14;страх
53;98;14;страх
54;98;14;страх
55;98;14;страх
56;98;14;страх
57;98;14;страх
58;98;14;страх
59;98;14;страх
60;98;14;страх
61;98;14;страх
62;98;14;страх
63;98;14;страх
64;98;14;страх
65;98;14;страх
66;98;14;страх
67;98;14;страх
68;98;14;страх
69;98;14;страх
70;98;14;страх
71;98;14;страх
72;98;14;страх
73;98;14;страх
74;98;14;страх
75;98;14;страх
76;98;14;страх
77;98;14;страх
78;98;14;страх
79;98;14;страх
80;98;14;страх
81;98;14;страх
82;98;14;страх
83;98;14;страх
84;98;14;страх
85;98;14;страх
86;98;14;страх
87;98;14;страх
88;98;14;страх
89;98;14;страх
90;98;14;страх
30;91;20;страх
31;91;20;страх
32;91;20;страх
33;91;20;страх
34;91;20;страх
35;91;20;страх
36;91;20;страх
37;91;20;страх
38;91;20;страх
39;91;20;страх
40;91;20;страх
41;91;20;страх
42;91;20;страх
43;91;20;страх
44;91;20;страх
45;91;20;страх
46;91;20;страх
47;91;20;страх
48;91;20;страх
49;91;20;страх
50;91;20;страх
51;91;20;страх
52;91;20;страх
53;91;20;страх
54;91;20;страх
55;91;20;страх
56;91;20;страх
57;91;20;страх
58;91;20;страх
59;91;20;страх
60;91;20;страх
61;91;20;страх
62;91;20;страх
63;91;20;страх
64;91;20;страх
65;91;20;страх
66;91;20;страх
67;91;20;страх
68;91;20;страх
69;91;20;страх
70;91;20;страх
71;91;20;страх
72;91;20;страх
73;91;20;страх
74;91;20;страх
75;91;20;страх
76;91;20;страх
77;91;20;страх
78;91;20;страх
79;91;20;страх
80;91;20;страх
81;91;20;страх
82;91;20;страх
83;91;20;страх
84;91;20;страх
85;91;20;страх
86;91;20;страх
87;91;20;страх
88;91;20;страх
89;91;20;страх
90;91;20;страх
30;88;20;страх
31;88;20;страх
32;88;20;страх
33;88;20;страх
34;88;20;страх
35;88;20;страх
36;88;20;страх
37;88;20;страх
38;88;20;страх
39;88;20;страх
40;88;20;страх
41;88;20;страх
42;88;20;страх
43;88;20;страх
44;88;20;страх
45;88;20;страх
46;88;20;страх
47;88;20;страх
48;88;20;страх
49;88;20;страх
50;88;20;страх
51;88;20;страх
52;88;20;страх
53;88;20;страх
54;88;20;страх
55;88;20;страх
56;88;20;страх
57;88;20;страх
58;88;20;страх
59;88;20;страх
60;88;20;страх
61;88;20;страх
62;88;20;страх
63;88;20;страх
64;88;20;страх
65;88;20;страх
66;88;20;страх
67;88;20;страх
68;88;20;страх
69;88;20;страх
70;88;20;страх
71;88;20;страх
72;88;20;страх
73;88;20;страх
74;88;20;страх
75;88;20;страх
76;88;20;страх
77;88;20;страх
78;88;20;страх
79;88;20;страх
80;88;20;страх
81;88;20;страх
82;88;20;страх
83;88;20;страх
84;88;20;страх
85;88;20;страх
86;88;20;страх
87;88;20;страх
88;88;20;страх
89;88;20;страх
90;88;20;страх
30;88;23;страх
31;88;23;страх
32;88;23;страх
33;88;23;страх
34;88;23;страх
35;88;23;страх
36;88;23;страх
37;88;23;страх
38;88;23;страх
39;88;23;страх
40;88;23;страх
41;88;23;страх
42;88;23;страх
43;88;23;страх
44;88;23;страх
45;88;23;страх
46;88;23;страх
47;88;23;страх
48;88;23;страх
49;88;23;страх
50;88;23;страх
51;88;23;страх
52;88;23;страх
53;88;23;страх
54;88;23;страх
55;88;23;страх
56;88;23;страх
57;88;23;страх
58;88;23;страх
59;88;23;страх
60;88;23;страх
61;88;23;страх
62;88;23;страх
63;88;23;страх
64;88;23;страх
65;88;23;страх
66;88;23;страх
67;88;23;страх
68;88;23;страх
69;88;23;страх
70;88;23;страх
71;88;23;страх
72;88;23;страх
73;88;23;страх
74;88;23;страх
75;88;23;страх
76;88;23;страх
77;88;23;страх
78;88;23;страх
79;88;23;страх
80;88;23;страх
81;88;23;страх
82;88;23;страх
83;88;23;страх
84;88;23;страх
85;88;23;страх
86;88;23;страх
87;88;23;страх
88;88;23;страх
89;88;23;страх
90;88;23;страх
30;80;23;страх
31;80;23;страх
32;80;23;страх
33;80;23;страх
34;80;23;страх
35;80;23;страх
36;80;23;страх
37;80;23;страх
38;80;23;страх
39;80;23;страх
40;80;23;страх
41;80;23;страх
42;80;23;страх
43;80;23;страх
44;80;23;страх
45;80;23;страх
46;80;23;страх
47;80;23;страх
48;80;23;страх
49;80;23;страх
50;80;23;страх
51;80;23;страх
52;80;23;страх
53;80;23;страх
54;80;23;страх
55;80;23;страх
56;80;23;страх
57;80;23;страх
58;80;23;страх
59;80;23;страх
60;80;23;страх
61;80;23;страх
62;80;23;страх
63;80;23;страх
64;80;23;страх
65;80;23;страх
66;80;23;страх
67;80;23;страх
68;80;23;страх
69;80;23;страх
70;80;23;страх
71;80;23;страх
72;80;23;страх
73;80;23;страх
74;80;23;страх
75;80;23;страх
76;80;23;страх
77;80;23;страх
78;80;23;страх
79;80;23;страх
80;80;23;страх
81;80;23;страх
82;80;23;страх
83;80;23;страх
84;80;23;страх
85;80;23;страх
86;80;23;страх
87;80;23;страх
88;80;23;страх
89;80;23;страх
90;80;23;страх
30;80;26;страх
31;80;26;страх
32;80;26;страх
33;80;26;страх
34;80;26;страх
35;80;26;страх
36;80;26;страх
37;80;26;страх
38;80;26;страх
39;80;26;страх
40;80;26;страх
41;80;26;страх
42;80;26;страх
43;80;26;страх
44;80;26;страх
45;80;26;страх
46;80;26;страх
47;80;26;страх
48;80;26;страх
49;80;26;страх
50;80;26;страх
51;80;26;страх
52;80;26;страх
53;80;26;страх
54;80;26;страх
55;80;26;страх
56;80;26;страх
57;80;26;страх
58;80;26;страх
59;80;26;страх
60;80;26;страх
61;80;26;страх
62;80;26;страх
63;80;26;страх
64;80;26;страх
65;80;26;страх
66;80;26;страх
67;80;26;страх
68;80;26;страх
69;80;26;страх
70;80;26;страх
71;80;26;страх
72;80;26;страх
73;80;26;страх
74;80;26;страх
75;80;26;страх
76;80;26;страх
77;80;26;страх
78;80;26;страх
79;80;26;страх
80;80;26;страх
81;80;26;страх
82;80;26;страх
83;80;26;страх
84;80;26;страх
85;80;26;страх
86;80;26;страх
87;80;26;страх
88;80;26;страх
89;80;26;страх
90;80;26;страх
30;28;26;страх
31;28;26;страх
32;28;26;страх
33;28;26;страх
34;28;26;страх
35;28;26;страх
36;28;26;страх
37;28;26;страх
38;28;26;страх
39;28;26;страх
40;28;26;страх
41;28;26;страх
42;28;26;страх
43;28;26;страх
44;28;26;страх
45;28;26;страх
46;28;26;страх
47;28;26;страх
48;28;26;страх
49;28;26;страх
50;28;26;страх
51;28;26;страх
52;28;26;страх
53;28;26;страх
54;28;26;страх
55;28;26;страх
56;28;26;страх
57;28;26;страх
58;28;26;страх
59;28;26;страх
60;28;26;страх
61;28;26;страх
62;28;26;страх
63;28;26;страх
64;28;26;страх
65;28;26;страх
66;28;26;страх
67;28;26;страх
68;28;26;страх
69;28;26;страх
70;28;26;страх
71;28;26;страх
72;28;26;страх
73;28;26;страх
74;28;26;страх
75;28;26;страх
76;28;26;страх
77;28;26;страх
78;28;26;страх
79;28;26;страх
80;28;26;страх
81;28;26;страх
82;28;26;страх
83;28;26;страх
84;28;26;страх
85;28;26;страх
86;28;26;страх
87;28;26;страх
88;28;26;страх
89;28;26;страх
